age,shape,margin,density,node
4.9950049950044455e-09,1.7962323818400312e-05,0.00010141983042131052,1.4985014985013333e-08,241
0.0,0.0,0.0,0.0,852
0.0,1.0484995085320355e-07,1.3626128076122954e-06,0.0,436
0.0,3.266205588301607e-08,2.9919923289983258e-06,0.0,386
0.0,0.0,0.0,0.0,345
0.0,1.1608307815276015e-07,1.525967982660302e-06,0.0,311
0.0,6.462906633803625e-07,8.588203698986986e-06,0.0,875
0.0,2.9570589460821656e-08,3.4340659340655557e-09,0.0,267
0.0,3.136460776929937e-08,3.2078796207529094e-05,0.0,35
0.0,1.0325449500023528e-07,1.3124991959543754e-06,0.0,78
0.0,0.0,0.0,0.0,604
0.0,0.0,0.0,0.0,347
4.548258788002396e-06,9.590916448126474e-05,0.00014900544950818725,1.121547201845364e-05,191
5.9790721801095715e-05,0.0008255647028992099,0.0008439716815569201,0.00036119208119606244,104
0.0031102450886028397,0.0037429892550681857,0.004393790491087898,0.003173010313639528,711
0.0002448039646581727,0.0011648657615328322,0.001416859715883325,0.00011760733024752113,754
1.4653912013978793e-05,0.00018668041934148614,0.001270660246187699,0.0002207334041836805,101
0.0,0.0,0.0,0.0,790
1.4999553411062647e-05,2.1641237126282753e-05,4.284809303731293e-05,1.611324415480426e-06,926
0.00016959686502750407,0.0011688759814966945,0.0016817941903713909,0.00011414225436541978,94
8.379379475212494e-05,0.0003045933969559322,0.0008399472050807399,3.005047036611046e-05,228
6.147203933563938e-06,0.0007096649484882965,1.5834585408354267e-05,1.0513957602087924e-06,388
0.0019313683623689943,0.0023237951339662526,0.0027274624036128063,0.0019696583972952982,828
3.195722699320492e-07,1.8414634238810915e-05,1.4801470843327395e-05,5.341144948345e-07,90
0.0,2.9759792201860918e-08,3.455663833021943e-09,0.0,672
0.0,0.0,0.0,0.0,681
0.0006428608822691615,0.0010910042176311692,0.0017161922788775622,0.0002890708395338214,248
0.0,0.0,0.0,0.0,370
0.0,5.744680718273711e-07,0.0,0.0,34
0.0,2.9951415164089735e-08,3.47753512310436e-09,0.0,809
0.0,0.0,0.0,0.0,366
0.0,0.0,0.0,0.0,238
0.0,7.72515247086026e-06,3.0127636393716727e-06,0.0,41
0.0014374722367201346,0.001666338769527942,0.0019128846486200718,0.001398931588875193,371
0.0,0.0,0.0,0.0,17
5.4106060616100464e-05,0.00035392789176276614,0.0007199925572725394,6.949874390033595e-05,435
0.0001523979178645841,0.00046429629102034335,0.0010953755371238085,9.721205787790619e-05,306
0.0,0.0,0.0,0.0,552
0.0,8.75351512131096e-08,3.585269169511817e-06,0.0,233
0.0,0.0,0.0,0.0,504
0.0,0.0,0.0,0.0,937
0.00019023709899268723,0.0006708461864327544,0.0012189174594662987,0.0001917685591580356,535
0.0,2.389071542740605e-08,0.0,0.0,207
5.817049457091968e-06,9.321238945787894e-05,0.0003336669815292162,0.00012523136262830922,339
5.087505087504528e-09,6.1068667211705905e-06,5.370484738474965e-06,1.5262515262513583e-08,189
0.0,3.179302555173277e-08,2.3092218207639923e-07,0.0,676
2.5811099079580444e-06,0.00046465824510694495,0.000882660502057899,4.053234808299006e-06,298
0.001319193897834294,0.001581167339500607,0.001850603433520663,0.0012806590965619919,709
0.0,0.0,0.0,0.0,309
0.0,2.471837122166164e-08,0.0,0.0,917
0.0014068461581233566,0.002033489746918183,0.0026081269863405996,0.0012908125305363363,119
0.0,1.0171394955087395e-07,0.0001166617971126713,0.0,159
0.0,0.0,0.0,0.0,945
0.0,0.0,0.0,0.0,433
7.697435555098869e-06,2.3727389864345764e-05,5.420792698003531e-06,1.5405155592069784e-08,429
0.0,0.0,0.0,0.0,919
0.0,0.0,0.0,0.0,915
0.0,0.0,0.0,0.0,858
0.0,0.0,0.0,0.0,737
0.0,3.014550489155347e-08,3.499685028347063e-09,0.0,900
6.45413502278859e-06,3.0062023539991914e-05,0.000880456062837225,3.5467176130668077e-06,452
0.0,0.0,0.0,0.0,625
2.7312310274168627e-05,0.0010004695183855848,0.001299385144993173,2.8780857833030215e-05,6
0.0,0.0,0.0,0.0,486
0.0,0.0,0.0,0.0,472
0.0,0.0,0.0,0.0,865
0.000850667339194077,0.0013754669526350686,0.0017780026499440128,0.0005762682204478096,541
0.0,0.0004236465862218504,1.6211997533789605e-06,0.0,389
5.494505494504889e-07,6.189517012462107e-06,8.48147369208325e-05,1.4587182728774044e-08,304
2.987493746963506e-05,0.00023391009958891975,0.0005146840957646351,4.088193693314187e-05,612
0.0,0.0,0.0,0.0,194
0.00026184626843680483,0.0007453091700133129,0.0013647864123234378,0.00026011843253973747,509
0.0013611561202878251,0.001618456296406827,0.0019890992291644507,0.0012187467001044557,891
0.0,0.0,0.0,0.0,516
0.0,0.0,0.0,0.0,483
8.391899713656872e-06,0.00012998207715775187,0.0002004773398558721,1.372497654698653e-05,467
0.0011880751386885028,0.0009068969829607949,0.0014830281442368685,0.000570824697064414,923
0.0,0.0,0.0,0.0,148
0.0,0.00010899411654057391,6.327461671932119e-05,1.648351648351467e-06,943
9.888269273751586e-05,0.0004970063284529057,0.0015520527620583881,0.0005287043807213802,59
0.0,0.0,0.0,0.0,833
0.0,5.546148045859924e-06,2.6574522408833465e-06,1.4333492594360582e-08,684
0.001373518738517101,0.001614984426136835,0.0019706775060125505,0.0013101270731264508,683
0.0014773675298630413,0.0016905362961932167,0.0019347715255288822,0.0014239970487261075,372
0.0,0.0,0.0,0.0,154
0.0,0.0,0.0,0.0,839
0.0020388869979053046,0.0024533736684298397,0.002878988092702408,0.0020790838638117025,3
4.9058084772365086e-09,5.700296230101512e-06,3.5438748672189623e-06,1.4717425431709526e-08,677
0.0,0.0,0.0,0.0,953
0.0,7.65571110354939e-06,4.063393020225248e-05,0.0,736
0.0,0.0,0.0,0.0,667
0.0021667222094934125,0.0026074113424847164,0.00305892484849631,0.0022090266052999345,720
0.0,2.8837089712123092e-08,0.0,0.0,890
0.0,0.0,0.0,0.0,242
0.0,0.0,0.0,0.0,643
5.973317886275208e-06,9.27418312185487e-05,0.00033891972950345154,7.978439239733773e-06,117
0.0,0.0,0.0,0.0,641
6.943248020515737e-07,2.7113798067867453e-05,4.5195753349786074e-05,2.0845771933879996e-06,286
5.311823741437056e-05,0.0008327583630412143,0.0008455013396963165,2.8048601138142106e-05,701
0.0,0.0,0.0,0.0,2
0.0,0.0,0.0,0.0,502
0.0013913760811806427,0.0016681031237178751,0.0019485618480404557,0.00144347223072584,65
0.0014094821528310242,0.0016816261544883011,0.002027210669335675,0.0010893400597272477,764
0.002320862776967977,0.0027993523428319605,0.003277419480531763,0.0023668142199642153,553
0.0,0.0,0.0,0.0,647
0.0,0.0,0.0,0.0,952
0.0,0.0,0.0,0.0,274
0.0,0.0,0.0,0.0,830
0.0,0.0,0.0,0.0,314
0.00138295260885824,0.0016840272760539191,0.0020673003168728363,0.0010310898837059992,791
0.0005409540196728076,0.0013963921524000435,0.0017293721840721458,0.0009047980929801768,142
7.020395220743688e-07,2.6892601281675796e-05,4.6252829350328014e-05,2.1078419609044712e-06,731
0.003628619270036648,0.004366820797579541,0.005126088906269213,0.0037018453659127823,743
0.0,8.811531804206708e-08,2.511802726563423e-06,0.0,635
0.00042358417560879705,0.00043864156432548606,0.0014498287090741672,0.0001890700113947401,13
0.0,8.874887885630272e-08,3.320723976103404e-07,0.0,120
0.0,0.0,0.0,0.0,73
0.0,3.034210912643554e-08,3.522118906733903e-09,0.0,412
0.0002901274710178261,0.001145291145181653,0.0008032709190987623,0.00010117017901687844,349
0.00453577408754581,0.005458525996974448,0.006407611132836515,0.00462730670739098,463
0.0014277612559481837,0.0017178602469453588,0.002003747458689823,0.0013844601513746313,629
0.0,0.0,0.0,0.0,111
0.0,0.0,0.0,0.0,675
0.0,0.0,0.0,0.0,913
9.88492289413471e-06,0.0001377931793682081,0.00033736292050089243,2.1639195456437382e-05,175
0.0014692145680108419,0.0017693820799704308,0.002064331761340726,0.0014233339489489708,430
0.0,0.0,0.0,0.0,652
0.0025167385505181776,0.0030260431138736726,0.0035505377705760763,0.0025640487382945667,250
0.0006709434774780129,0.001077977659559375,0.001694895165204961,0.0009513985026524816,262
4.9619294825215125e-05,0.0009200582931924196,0.001433792382596691,3.877605685994697e-05,521
0.0,0.0,0.0,0.0,631
0.0012354543382964147,0.0018322138974909501,0.0024238852637513708,0.0011902693731127983,512
0.0,3.054127684780023e-08,5.529950372207828e-07,0.0,8
0.0,0.0,0.0,0.0,800
0.0002012622514509668,0.0005340886508720547,0.0012524321341049667,0.0002750524578848474,56
0.0,0.0,0.0,0.0,946
6.454611355416417e-07,0.0002696003691448515,0.0001714699219654889,1.0362836196014333e-06,426
0.00048053596831999285,0.001406941017555091,0.0017423988888738062,0.0002571349678725939,331
1.7260806910625003e-06,6.397259416306148e-06,0.00058494785934332,4.8224469466519815e-05,84
0.0,0.0,0.0,0.0,857
0.0,0.0,0.0,0.0,186
0.0,1.0248207250076846e-07,1.3026344883824786e-06,0.0,125
0.0,2.4297582195708113e-08,0.0,0.0,255
0.0,0.0,0.0,0.0,434
0.006803661131318707,0.008187788995461654,0.009611416699254775,0.006940960061086469,927
0.00041425120798459203,0.0009245153513971692,0.001337493571576601,0.0003723633053130411,801
0.0,4.429759232403788e-06,1.973305822273707e-06,0.0,763
0.0,0.0,0.0,0.0,363
0.0,3.074305831184703e-08,7.135719119589301e-09,0.0,81
0.0,0.0,0.0,0.0,201
0.0016263824695588354,0.0019644985305659283,0.002297705023150471,0.0016638315378103463,551
0.0,8.691894194314835e-08,2.86716756671638e-07,0.0,415
0.0,0.0,0.0,0.0,724
0.0016906176455490241,0.0020317593712503254,0.002386262261594161,0.00172921656654373,911
1.3277036821712637e-06,4.097248526507472e-05,7.84856313394421e-05,5.053257101720555e-06,258
0.0,3.1577373808282204e-08,1.3209097035347023e-06,0.0,50
0.0,0.0,0.0,0.0,195
0.00018614783169840695,0.0005285948655787577,0.0012540633938770268,0.0005378860871604644,464
0.0,0.0,0.0,0.0,510
0.0012375529790507355,0.0015272812037096625,0.0018104887564193164,0.001072445539775659,350
0.0,0.0,0.0,0.0,340
0.0,0.0,0.0,0.0,640
0.0,0.0,0.0,0.0,528
0.0,0.0,0.0,0.0,449
0.0,8.93915926195944e-08,3.344656402855316e-07,0.0,899
0.00018956155647203114,0.0005233656820950512,0.001256058867641444,8.026967999434103e-05,200
0.0,3.200592716773681e-08,2.324805509662186e-07,0.0,592
0.0,0.0,0.0,0.0,563
0.0,0.0,0.0,0.0,395
0.0,6.39485050781429e-07,3.3689360536541917e-07,0.0,716
0.0,2.9017054322848836e-08,0.0,0.0,527
9.419123214596454e-08,6.463071178140688e-06,2.9196352114108087e-05,4.775773453523244e-07,664
0.0,0.0,0.0,0.0,180
0.0005352153850780008,0.0013473961833987205,0.001670598117195667,0.00029476145042687466,318
0.0,0.0,0.0,0.0,930
0.0,9.4715803821148e-08,3.393570537013465e-07,0.0,494
0.001759550016591197,0.0021167914795426628,0.0024859946242947097,0.0018332111978740981,47
0.0,2.4868353971311307e-08,0.0,0.0,480
0.0,0.0,0.0,0.0,784
0.0015139553335095284,0.0018257556340630383,0.002099833007090913,0.0015742415150166356,19
0.0,4.049583634358884e-06,0.0,0.0,614
0.0,0.0,0.0,0.0,750
0.0,0.0,0.0,0.0,244
0.0,0.0,0.0,0.0,437
0.0,0.0,0.0,0.0,789
0.0,0.0,0.0,0.0,216
0.0,0.0,0.0,0.0,795
0.0005602323630959249,0.0010160723741371985,0.0016783007899849444,0.0003610247638173261,177
0.00013655063570815198,0.0010476615457096943,0.001257915305823219,7.908462534953082e-05,607
0.0,2.9199264234422956e-08,0.0,0.0,60
4.757382893260359e-05,0.00032123288654589476,0.000477816674887446,5.197964446345916e-05,268
0.0,2.848373304311696e-08,0.0,0.0,787
0.0,0.0,0.0,0.0,414
0.0,5.593050622908158e-06,1.16707888752565e-05,1.4459224985539183e-08,853
0.0001520565284117573,0.0005673994112138755,0.0008409604893221895,0.00014864057790362959,223
0.0,2.4021876445369767e-08,0.0,0.0,760
0.0,0.0,0.0,0.0,950
1.0234823845841131e-07,9.287271540015148e-06,1.3507207113391592e-05,4.970579415032363e-07,772
0.0,0.0,0.0,0.0,495
0.00015241419474773673,0.0005785922761868641,0.0010751594344642304,0.0001520986873970604,205
0.0,0.0,0.0,0.0,599
0.0,0.0,0.0,0.0,902
0.0,2.4154419483357476e-08,0.0,0.0,560
0.0,0.0,0.0,0.0,804
7.099276065920583e-07,2.7179589104540606e-05,4.67015298262495e-05,2.1314801417075327e-06,181
8.433500377193913e-05,0.0010372683924443963,0.001586939024716145,7.664756944915516e-05,12
0.0,0.0,0.0,0.0,587
0.0018405346580973453,0.0022133340097777988,0.0026156960848562555,0.001923664286797461,85
0.0,4.465301870220219e-06,1.9898671303505054e-06,0.0,814
0.0,0.0,0.0,0.0,622
0.0,0.0,0.0,0.0,938
0.0012517400753846713,0.0015334478317304365,0.001827377757633484,0.0010950325665968444,355
0.0,0.0,0.0,0.0,855
0.0,9.541668593184705e-08,3.418567685317529e-07,0.0,663
0.0,1.1701702796811535e-07,7.031171976037835e-06,0.0,135
0.0,4.506959587673539e-06,9.350237711280839e-06,0.0,610
0.0,0.0,0.0,0.0,160
0.0,0.0,0.0,0.0,567
0.0,2.865932931623058e-08,0.0,0.0,571
0.0,0.0,0.0,0.0,957
0.0,0.0,0.0,0.0,525
1.664997871442319e-05,0.00014893371160233212,0.0005686052246598511,7.647980937590989e-06,871
0.0,0.0,0.0,0.0,453
0.0015200170298754565,0.0017822882983004656,0.0020837971984576254,0.0014000427800534192,107
9.509691707044496e-08,6.530203662036324e-06,2.893189257777105e-05,4.821849246095459e-07,202
4.7923332469849084e-05,0.0003263526703702322,0.0006544036444160609,5.291998418741702e-05,49
0.0,9.612799161829229e-08,3.4439355631153073e-07,0.0,889
0.0,0.0,0.0,0.0,690
0.0009654963226989902,0.0015100485960324208,0.0018686974526441918,0.0011225677001365552,121
0.0,0.0,0.0,0.0,699
2.8885255805351502e-05,0.0008300910866254427,0.0013143702647409761,2.7311829816279205e-05,187
7.737564440106838e-05,0.0009177287864919993,0.001035878747828081,3.764735178281303e-05,108
0.0027664739564478343,0.003338301857233757,0.0039055915476336883,0.0028204536121240243,679
3.1634426720546283e-07,1.8752492338980477e-05,1.4107519617724707e-05,5.287021644142381e-07,649
0.0,3.220997379637885e-08,1.3329023738051681e-06,0.0,598
0.0,0.0,0.0,0.0,16
0.0005515647632937525,0.0010160006159887713,0.0016926220192890952,0.0002479294565128528,543
0.0006825376601066251,0.0014181624334729127,0.0017718620143098648,0.0004044103015331516,582
0.0,0.0,0.0,0.0,782
1.3179633447310746e-05,3.045972018953535e-05,0.0003332004189151455,3.6697145423047216e-06,307
0.0,0.0,0.0,0.0,354
0.0002925355992035321,0.0008694471595629355,0.0017820706938099476,0.0008012038203506633,156
0.0,0.0,0.0,0.0,686
0.0,0.0,0.0,0.0,740
0.0,0.0,0.0,0.0,788
0.0,0.0,0.0,0.0,637
0.0,0.0,0.0,0.0,881
0.0,0.0,0.0,0.0,428
0.0007515595396675698,0.0014359523854298542,0.0017961842835645479,0.0010207566462846903,106
0.0,0.0,0.0,0.0,374
0.0,2.4570173912220815e-08,0.0,0.0,23
0.000655033198109746,0.0011117346544684,0.0015663844262325233,0.000618278809783509,797
4.950004950004405e-09,1.562118159070825e-05,8.909086529996404e-05,1.4850014850013215e-08,69
0.0,0.0,0.0,0.0,383
0.0,2.4442439369587116e-08,0.0,0.0,816
6.867777933336218e-07,2.6441746014714962e-05,4.4748764816119595e-05,2.0619625812002826e-06,799
0.0,0.0,0.0,0.0,419
0.0004509968569215735,0.001373659914881858,0.0017083219482397361,0.00034962295771567224,364
0.0,3.243445052806998e-08,2.4318169933241655e-07,0.0,879
0.0,0.0,0.0,0.0,870
0.0015646326549517233,0.0018885619970700302,0.002201464244095901,0.0015237907137477052,867
0.00024759509197925687,0.0005308663091724547,0.0007034966784592753,7.51010850558603e-05,838
0.0,3.0947505093746064e-08,7.18235780664544e-09,0.0,74
0.0,1.0403852037562656e-07,5.167732413383349e-06,0.0,218
0.0,0.0,0.0,0.0,484
0.0,0.0,0.0,0.0,265
1.3437001120769416e-06,4.129422773118421e-05,0.00015018981723047124,5.1120014838184675e-06,329
0.0,3.115467013112713e-08,7.229610160636528e-09,0.0,110
0.0,0.0,0.0,0.0,931
9.093740314409024e-07,2.921175727063557e-05,5.3751856615475575e-05,2.243672165271949e-06,837
0.00027196275591913924,0.0007629021609858663,0.001350825616876468,0.0002578270153433846,185
0.0,1.2045537431277886e-06,1.7852655578319225e-05,0.0,638
5.040830728903569e-09,6.046286847409531e-06,5.321101103984726e-06,1.5122492186710704e-08,368
0.0,1.179660929666204e-07,1.5949640421283056e-06,0.0,529
0.0,2.9383761557767805e-08,5.494505494504889e-07,0.0,873
0.0,0.0,0.0,0.0,61
0.001430381184124922,0.0016997317766088659,0.0020005658308570092,0.0012731232874407948,850
0.0,0.0,0.0,0.0,301
0.0,0.0,0.0,0.0,735
0.0,1.151638857509776e-07,1.5139112674195406e-06,0.0,613
0.00018920532772754604,0.001124165629260438,0.0013648151724874372,9.836257776280426e-05,770
1.976995181409031e-05,0.0006941314230700941,0.0006732141134721311,1.3133716074389217e-05,704
0.0002507900578973734,0.001157215741382913,0.0004593010623142765,0.00011812650707429343,824
0.0,4.543765294031626e-06,2.0878831737929607e-06,0.0,811
0.0,0.0,0.0,0.0,134
0.001623078833257969,0.00197494332776069,0.002239708849465328,0.0015788099315564616,459
0.0,1.1893064256703077e-07,1.607975034836158e-06,0.0,320
0.0,2.3752336772744288e-08,0.0,0.0,57
0.0,0.0,0.0,0.0,884
